stock_code,description,units_sold,sales_value,units_cancelled,cancelled_value,cancelled_orders,cancellation_rate
22128,PARTY CONES CANDY ASSORTED,1750,2112.53,56,70,3,0.031007751937984496
22129,PARTY CONES CANDY DECORATION,454,621.9599999999999,0,0,0,0
22129,PARTY CONES CANDY TREE DECORATION,734,604.4599999999999,0,0,0,0
22130,PARTY CONE CHRISTMAS DECORATION,2277,2664.6299999999997,145,104.52999999999999,2,0.05986787778695293
22131,FOOD CONTAINER SET 3 LOVE HEART,2030,3934.64,1,1.95,1,4.923682914820286e-4
22132,RED LOVE HEART SHAPE CUP,1026,928.8299999999999,12,10.2,1,0.011560693641618497
22133,PINK LOVE HEART SHAPE CUP,816,770.7299999999999,0,0,0,0
22134,LADLE LOVE HEART RED,24,17.82,0,0,0,0
22134,MINI LADLE LOVE HEART RED,865,401.18,0,0,0,0
22135,LADLE LOVE HEART PINK,39,24.98,0,0,0,0
22135,MINI LADLE LOVE HEART PINK,528,297.4,0,0,0,0
22136,LOVE HEART SOCK HANGER,378,679.28,1,1.45,1,0.002638522427440633
22137,BATHROOM SET LOVE HEART DESIGN,82,237.98000000000002,0,0,0,0
22138,BAKING SET 9 PIECE RETROSPOT,4906,24031.82,68,311.1,27,0.013671089666264576
22139,RETROSPOT TEA SET CERAMIC 11 PC,4506,22808.86,42,195.3,16,0.009234828496042216
22141,CHRISTMAS CRAFT TREE TOP ANGEL,2791,6463.790000000001,16,33.6,4,0.0057000356252226575
22142,CHRISTMAS CRAFT WHITE FAIRY,3247,4946.19,11,15.95,2,0.003376304481276857
22144,CHRISTMAS CRAFT LITTLE FRIENDS,4061,9637.08,44,92.4,3,0.01071863580998782
22145,CHRISTMAS CRAFT HEART STOCKING,30,63,0,0,0,0
22146,EASTER CRAFT IVY WREATH WITH CHICK,1,1.95,0,0,0,0
22147,FELTCRAFT BUTTERFLY HEARTS,5373,7552.29,877,1103.65,8,0.14032
22148,EASTER CRAFT 4 CHICKS,1921,3894.0499999999997,15,29.25,2,0.007747933884297521
22149,FELTCRAFT 6 FLOWER FRIENDS,5464,11234.480000000001,623,1158.3,9,0.10234926893379333
22150,3 STRIPEY MICE FELTCRAFT,3014,5894.19,11,21.45,4,0.0036363636363636364
22151,PLACE SETTING WHITE HEART,14670,6156.61,890,321.96,5,0.05719794344473008
22152,PLACE SETTING WHITE STAR,2407,1053.08,4,1.68,2,0.0016590626296142678
22153,ANGEL DECORATION STARS ON DRESS,2593,1109.05,70,29.400000000000002,3,0.026286143447239955
22154,ANGEL DECORATION 3 BUTTONS,3745,1636.67,7,2.94,3,0.0018656716417910447
22155,STAR DECORATION RUSTIC,2404,1113.45,48,20.16,1,0.01957585644371941
22156,HEART DECORATION WITH PEARLS,2160,2082.5299999999997,105,88.21,13,0.046357615894039736
22157,ANGEL DECORATION WITH LACE PADDED,212,180.2,0,0,0,0
22158,3 HEARTS HANGING DECORATION RUSTIC,3413,11797.380000000001,25,71.75,8,0.007271669575334497
22161,HEART DECORATION RUSTIC HANGING,5059,1641.19,24,4.5600000000000005,1,0.004721621089907535
22162,HEART GARLAND RUSTIC PADDED,256,817.64,11,32.45,2,0.04119850187265917
22163,HEART STRING MEMO HOLDER HANGING,851,1023.82,25,19.75,2,0.028538812785388126
22164,STRING OF STARS CARD HOLDER,78,250.22000000000003,0,0,0,0
22165,"DIAMANTE HEART SHAPED WALL MIRROR,",414,3315.45,1,12.75,1,0.0024096385542168677
22166,WALL MIRROR RECTANGLE DIAMANTE PINK,206,1606.45,3,23.85,2,0.014354066985645933
22167,OVAL WALL MIRROR DIAMANTE,234,2371.22,5,49.75,3,0.02092050209205021
22168,ORGANISER WOOD ANTIQUE WHITE,139,1171.3,13,110.5,9,0.08552631578947369
22169,FAMILY ALBUM WHITE PICTURE FRAME,1182,10225.06,32,257.55,17,0.026359143327841845
22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,1055,6899.45,19,118.65,5,0.017690875232774673
22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,1769,13409.51,110,859.35,16,0.05854177754124534
22173,METAL 4 HOOK HANGER FRENCH CHATEAU,2348,7503.8,101,279.77,6,0.04124132298897509
22174,PHOTO CUBE,3218,5978.78,0,0,0,0
22175,PINK OWL SOFT TOY,876,2591.28,2,5.9,2,0.002277904328018223
22176,BLUE OWL SOFT TOY,512,1536.88,2,5.9,2,0.0038910505836575876
22178,VICTORIAN GLASS HANGING T-LIGHT,24131,32958.42,450,638.4,25,0.018306822342459624
22179,SET 10 LIGHTS NIGHT OWL,456,3283.7200000000003,8,54,5,0.017241379310344827
22179,SET 10 NIGHT OWL LIGHTS,505,3908.73,21,124.95,1,0.039923954372623575
22180,RETROSPOT LAMP,325,3471.79,20,194.64999999999998,12,0.057971014492753624
22181,SNOWSTORM PHOTO FRAME FRIDGE MAGNET,567,480.51,27,22.95,2,0.045454545454545456
22182,CAKE STAND VICTORIAN FILIGREE SMALL,372,1420.58,3,14.850000000000001,2,0.008
22183,CAKE STAND VICTORIAN FILIGREE MED,321,1913.01,2,8.95,2,0.006191950464396285
22184,CAKE STAND VICTORIAN FILIGREE LARGE,56,471.86,2,17,2,0.034482758620689655
22185,SLATE TILE NATURAL HANGING,1472,2235.94,0,0,0,0
22186,RED STAR CARD HOLDER,848,1997.48,53,132.14999999999998,4,0.058823529411764705
22187,GREEN CHRISTMAS TREE CARD HOLDER,1264,3237.18,4,14.7,3,0.0031545741324921135
22188,BLACK HEART CARD HOLDER,4869,12479.27,1,3.95,1,2.053388090349076e-4
22189,CREAM HEART CARD HOLDER,8279,23416.07,8,31.6,5,9.653674429829854e-4
22190,LOCAL CAFE MUG,676,1057.71,0,0,0,0
22191,IVORY DINER WALL CLOCK,1433,11809.65,344,2653.7000000000003,16,0.1935846933033202
22192,BLUE DINER WALL CLOCK,938,8063.49,21,168.3,7,0.021897810218978103
22193,RED DINER WALL CLOCK,1382,11714.27,24,192.95000000000002,9,0.017069701280227598
22194,BLACK DINER WALL CLOCK,64,608.6899999999999,2,17,1,0.030303030303030304
22195,LARGE HEART MEASURING SPOONS,1976,3720.66,1,1.65,1,5.058168942842691e-4
22196,SMALL HEART MEASURING SPOONS,2835,2743.96,29,24.13,4,0.010125698324022346
22197,POPCORN HOLDER,36549,34144.67,427,329.40999999999997,36,0.011548031155344007
22197,SMALL POPCORN HOLDER,20127,17027.1,44,37.14,14,0.002181349462099053
22198,LARGE POPCORN HOLDER,1025,1870.9099999999999,43,69.35,15,0.040262172284644196
22199,FRYING PAN RED POLKADOT,1,4.25,0,0,0,0
22199,FRYING PAN RED RETROSPOT,458,1888.34,8,34,2,0.017167381974248927
22200,FRYING PAN PINK POLKADOT,398,1809.48,4,15,1,0.009950248756218905
22201,FRYING PAN BLUE POLKADOT,192,712.55,2,8.5,2,0.010309278350515464
22202,MILK PAN PINK POLKADOT,64,319.35,1,3.75,1,0.015384615384615385
22203,MILK PAN RED RETROSPOT,403,1483.13,2,7.5,2,0.0049382716049382715
22204,MILK PAN BLUE POLKADOT,193,654.54,5,18.75,2,0.025252525252525252
22206,"MUG , DOTCOMGIFTSHOP.COM",5,4.17,0,0,0,0
22207,FRYING PAN UNION FLAG,1261,5563.59,75,282.25,4,0.0561377245508982
22208,WOOD STAMP SET THANK YOU,1497,1561.53,13,11.61,2,0.008609271523178808
22209,WOOD STAMP SET HAPPY BIRTHDAY,933,954.2599999999999,12,9.959999999999999,1,0.012698412698412698
22210,WOOD STAMP SET BEST WISHES,1017,958.04,0,0,0,0
22211,WOOD STAMP SET FLOWERS,960,1052.79,48,69.6,1,0.047619047619047616
22212,FOUR HOOK  WHITE LOVEBIRDS,1602,3686.2400000000002,24,50.400000000000006,8,0.014760147601476014
22214,CANDLE PLATE LACE WHITE,193,416.59999999999997,0,0,0,0
22215,CAKE STAND WHITE TWO TIER LACE,342,2462.89,2,17,2,0.005813953488372093
22216,T-LIGHT HOLDER WHITE LACE,588,512.93,0,0,0,0
22217,T-LIGHT HOLDER HANGING LACE,839,831.26,40,50,1,0.04550625711035267
22218,CAKE STAND LACE WHITE,1,4.25,0,0,0,0
22219,LOVEBIRD HANGING DECORATION WHITE,4109,4013.33,26,22.099999999999998,3,0.006287787182587666
22220,CAKE STAND LOVEBIRD 2 TIER WHITE,214,1697.5,22,201.5,9,0.09322033898305085
22221,CAKE STAND LOVEBIRD 2 TIER PINK,131,1104.54,2,19.9,2,0.015037593984962405
22222,CAKE PLATE LOVEBIRD WHITE,1057,3880.2000000000003,0,0,0,0
22223,CAKE PLATE LOVEBIRD PINK,441,1821.6100000000001,0,0,0,0
22224,WHITE LOVEBIRD LANTERN,832,2758.1600000000003,4,11.8,2,0.004784688995215311
22227,HANGING HEART MIRROR DECORATION,2340,1707.42,2,1.3,2,8.539709649871904e-4
22228,BUNNY WOODEN PAINTED WITH BIRD,1000,777.78,2,1.7,1,0.001996007984031936
22229,BUNNY WOODEN PAINTED WITH FLOWER,568,432.46,2,1.7,1,0.0035087719298245615
22230,JIGSAW TREE WITH WATERING CAN,1047,480.62999999999994,16,13.53,4,0.015051740357478834
22231,JIGSAW TREE WITH BIRDHOUSE,974,992.92,69,95.05,9,0.06615532118887824
22232,JIGSAW TOADSTOOLS 3 PIECE,626,549.74,64,54.72,5,0.0927536231884058
22233,JIGSAW RABBIT AND BIRDHOUSE,590,597.24,21,33.589999999999996,4,0.03436988543371522
22236,CAKE STAND 3 TIER MAGIC GARDEN,268,3179.3999999999996,45,508.94999999999993,11,0.14376996805111822
22241,GARLAND WOODEN HAPPY EASTER,1950,2606.93,4,4.8100000000000005,3,0.0020470829068577278
22242,5 HOOK HANGER MAGIC TOADSTOOL,616,954.78,34,56.099999999999994,3,0.052307692307692305
22243,5 HOOK HANGER RED MAGIC TOADSTOOL,3092,4741.74,11,18.15,3,0.003544956493715759
22244,3 HOOK HANGER MAGIC GARDEN,1703,3276.2099999999996,16,31.2,8,0.009307737056428156
22245,"HOOK, 1 HANGER ,MAGIC GARDEN",1262,1070,5,4.25,2,0.003946329913180742
22246,MAGIC GARDEN FELT GARLAND,419,939.37,12,23.4,1,0.027842227378190254
22247,BUNNY DECORATION MAGIC GARDEN,668,591.4399999999999,0,0,0,0
22248,DECORATION  PINK CHICK MAGIC GARDEN,577,511.49,20,17,2,0.03350083752093802
22249,DECORATION WHITE CHICK MAGIC GARDEN,928,812.86,4,3.4,1,0.004291845493562232
22250,DECORATION  BUTTERFLY  MAGIC GARDEN,819,730.9499999999999,4,3.4,1,0.004860267314702308
22251,BIRDHOUSE DECORATION MAGIC GARDEN,712,889.49,16,20,3,0.02197802197802198
22252,BIRDCAGE DECORATION TEALIGHT HOLDER,637,754.07,6,7.5,1,0.00933125972006221
22254,FELT TOADSTOOL LARGE,657,836.8,0,0,0,0
22255,FELT TOADSTOOL  SMALL,629,602.63,0,0,0,0
22256,FELT FARM ANIMAL CHICKEN,286,387.9,0,0,0,0
22257,FELT FARM ANIMAL SHEEP,373,280.42,0,0,0,0
22258,FELT FARM ANIMAL RABBIT,912,743.89,7,8.75,2,0.007616974972796518
22259,FELT FARM ANIMAL HEN,481,332.84,0,0,0,0
22260,FELT EGG COSY BLUE RABBIT,548,574.04,4,3.4,1,0.007246376811594203
22261,FELT EGG COSY WHITE RABBIT,579,544.7099999999999,4,3.4,1,0.00686106346483705
22262,FELT EGG COSY CHICKEN,1023,950.4599999999999,5,4.25,2,0.0048638132295719845
22263,FELT EGG COSY LADYBIRD,326,195.97,49,32.34,1,0.13066666666666665
22264,FELT FARM ANIMAL WHITE BUNNY,1561,736.98,0,0,0,0
22265,EASTER DECORATION NATURAL CHICK,536,363.55,0,0,0,0
22266,EASTER DECORATION HANGING BUNNY,1887,595.85,0,0,0,0
22267,EASTER DECORATION EGG BUNNY,836,673.17,0,0,0,0
22268,DECORATION SITTING BUNNY,1480,349.54,39,7.41,1,0.025674786043449638
22268,EASTER DECORATION SITTING BUNNY,529,452.79999999999995,1,0.85,1,0.0018867924528301887
22269,EGG CUP NATURAL CHICKEN,932,621.49,0,0,0,0
22270,HAPPY EASTER HANGING DECORATION,239,927.2,7,25.89,3,0.028455284552845527
22271,FELTCRAFT DOLL ROSIE,1701,5007.35,8,23.6,2,0.004681100058513751
22272,FELTCRAFT DOLL MARIA,196,564.9200000000001,1,2.95,1,0.005076142131979695
22273,FELTCRAFT DOLL MOLLY,3069,8509.59,1447,3512.6499999999996,5,0.3204162976085031
22274,FELTCRAFT DOLL EMILY,1340,3953.4800000000005,7,20.650000000000002,2,0.005196733481811433
22275,WEEKEND BAG VINTAGE ROSE PAISLEY,69,527.85,0,0,0,0
22276,WASH BAG VINTAGE ROSE PAISLEY,290,838.86,7,17.849999999999998,2,0.02356902356902357
22277,COSMETIC BAG VINTAGE ROSE PAISLEY,417,897.74,0,0,0,0
22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,400,2679.6,6,29.700000000000003,3,0.014778325123152709
22279,POCKET BAG BLUE PAISLEY RED SPOT,831,1003.4,1,1.25,1,0.001201923076923077
22280,POCKET BAG PINK PAISELY BROWN SPOT,468,509.59,0,0,0,0
22281,EASTER TREE YELLOW BIRDS,131,929.44,0,0,0,0
22282,12 EGG HOUSE PAINTED WOOD,149,2378.52,1,12.75,1,0.006666666666666667
22283,6 EGG HOUSE PAINTED WOOD,295,2694.63,4,31.8,2,0.013377926421404682
22284,HEN HOUSE DECORATION,915,1577.2699999999998,13,21.449999999999996,2,0.014008620689655173
22285,"DECORATION HEN ON NEST, HANGING",42,74.42999999999999,0,0,0,0
22285,HANGING HEN ON NEST DECORATION,828,1418.82,0,0,0,0
22286,"DECORATION , WOBBLY RABBIT , METAL",293,518.03,0,0,0,0
22286,DECORATION WOBBLY RABBIT METAL,830,504.46,0,0,0,0
22287,"DECORATION , WOBBLY CHICKEN, METAL",234,397.71999999999997,0,0,0,0
22287,DECORATION WOBBLY CHICKEN,560,319.14,12,4.68,1,0.02097902097902098
22288,HANGING METAL RABBIT DECORATION,474,616.95,0,0,0,0
22289,HANGING METAL CHICKEN DECORATION,148,193.52,0,0,0,0
22291,HANGING CHICK CREAM DECORATION,1265,1871.2199999999998,24,34.8,1,0.018619084561675717
22292,HANGING CHICK  YELLOW DECORATION,1136,1604.51,0,0,0,0
22293,HANGING CHICK GREEN DECORATION,903,1335.87,0,0,0,0
22294,HEART FILIGREE DOVE  SMALL,5433,6775.08,34,42.5,3,0.00621913297969636
22295,HEART FILIGREE DOVE LARGE,2789,4613.969999999999,12,19.799999999999997,1,0.004284184219921457
22296,HEART IVORY TRELLIS LARGE,3140,5247.719999999999,1,1.65,1,3.183699458771092e-4
22297,HEART IVORY TRELLIS SMALL,4164,5459.91,0,0,0,0
22299,PIG KEYRING WITH LIGHT & SOUND,1355,1356.97,52,65,3,0.03695806680881308
22300,COFFEE MUG DOG + BALL DESIGN,1522,3393.91,13,33.15,5,0.008469055374592834
22301,COFFEE MUG CAT + BIRD DESIGN,2198,4962.98,24,59.4,11,0.010801080108010801
22302,COFFEE MUG PEARS  DESIGN,2323,5118.99,12,30.599999999999998,3,0.005139186295503212
22303,COFFEE MUG APPLES DESIGN,2774,6247.35,74,171.15,10,0.02598314606741573
22304,COFFEE MUG BLUE PAISLEY DESIGN,761,1352.8799999999999,0,0,0,0
22305,COFFEE MUG PINK PAISLEY DESIGN,693,1604.58,1,2.55,1,0.001440922190201729
22306,SILVER MUG BONE CHINA TREE OF LIFE,1150,1392.45,17,28.7,4,0.01456726649528706
22307,GOLD MUG BONE CHINA TREE OF LIFE,740,933.28,39,45.9,5,0.05006418485237484
22308,TEA COSY BLUE STRIPE,250,877.38,0,0,0,0
22309,TEA COSY RED  STRIPE,369,1091.05,0,0,0,0
22310,IVORY KNITTED MUG COSY,668,1296.23,0,0,0,0
22311,OFFICE MUG WARMER BLACK+SILVER,1131,3400.81,7,20.650000000000002,2,0.006151142355008787
22312,OFFICE MUG WARMER POLKADOT,621,1879.6900000000003,26,76.70000000000002,2,0.0401854714064915
22313,OFFICE MUG WARMER PINK,565,1564.8300000000002,250,637.5,1,0.3067484662576687
22314,OFFICE MUG WARMER CHOC+BLUE,570,1759.1200000000001,2,5.9,1,0.0034965034965034965
22315,200 RED + WHITE BENDY STRAWS,916,1218.93,0,0,0,0
22316,200 BENDY SKULL STRAWS,660,742.37,1,1.25,1,0.0015128593040847202
22317,FIVE CATS HANGING DECORATION,286,879.6700000000001,0,0,0,0
22318,FIVE HEART HANGING DECORATION,455,1520.9700000000003,7,20.650000000000002,2,0.015151515151515152
22319,HAIRCLIPS FORTIES FABRIC ASSORTED,1322,572.26,6,3.9000000000000004,1,0.004518072289156626
22320,BIRDS MOBILE VINTAGE DESIGN,182,1105.6200000000001,9,53.550000000000004,4,0.04712041884816754
22321,BIRD DECORATION RED RETROSPOT,893,860.93,1,0.85,1,0.0011185682326621924
22322,BIRD DECORATION GREEN POLKADOT,808,737.61,12,10.2,1,0.014634146341463415
22323,PINK POLKADOT KIDS BAG,1,1.95,0,0,0,0
22324,BLUE POLKADOT KIDS BAG,286,688.3,0,0,0,0
22325,MOBILE VINTAGE HEARTS,246,1131.5,13,64.35000000000001,6,0.05019305019305019
22326,ROUND SNACK BOXES SET OF4 WOODLAND,8516,24308.82,40,118.00000000000001,17,0.004675081813931743
22327,ROUND SNACK BOXES SET OF 4 SKULLS,1159,4280.6500000000005,15,44.25000000000001,6,0.012776831345826235
22328,ROUND SNACK BOXES SET OF 4 FRUITS,6824,19062.52,658,1691.4999999999998,16,0.08794439989307672
22329,ROUND CONTAINER SET OF 5 RETROSPOT,1591,2642.0899999999997,17,28.049999999999997,3,0.010572139303482588
22331,WOODLAND PARTY BAG + STICKER SET,1840,2975.14,2,3.3,2,0.0010857763300760044
22332,SKULLS PARTY BAG + STICKER SET,1023,1663.1499999999999,24,39.599999999999994,4,0.022922636103151862
22333,RETROSPOT PARTY BAG + STICKER SET,4452,6977.94,82,135.29999999999998,12,0.01808557565063961
22334,DINOSAUR PARTY BAG + STICKER SET,707,1160.71,0,0,0,0
22335,HEART DECORATION PAINTED ZINC,2380,1668.89,0,0,0,0
22336,DOVE DECORATION PAINTED ZINC,2381,754.0300000000001,23,14.950000000000001,1,0.00956738768718802
22337,ANGEL DECORATION PAINTED ZINC,912,574.5400000000001,0,0,0,0
22338,STAR DECORATION PAINTED ZINC,4661,1222.21,21,12.270000000000001,2,0.00448526270824434
22339,CHRISTMAS TREE PAINTED ZINC,2468,683.3100000000001,31,16.93,2,0.012404961984793917
22340,NOEL GARLAND PAINTED ZINC,1386,769.81,12,17.4,1,0.008583690987124463
22341,LOVE GARLAND PAINTED ZINC,453,827.6299999999999,0,0,0,0
22342,HOME GARLAND PAINTED ZINC,961,1071.3799999999999,36,40.199999999999996,2,0.03610832497492478
22343,PARTY PIZZA DISH RED RETROSPOT,1956,858.03,18,15.299999999999999,1,0.00911854103343465
22344,PARTY PIZZA DISH PINK POLKADOT,1225,459.81,0,0,0,0
22345,PARTY PIZZA DISH BLUE POLKADOT,1099,383.75,18,15.299999999999999,1,0.01611459265890779
22346,PARTY PIZZA DISH GREEN POLKADOT,1034,381.09,0,0,0,0
22348,TEA BAG PLATE RED RETROSPOT,4072,3573.0899999999997,12,10.2,1,0.002938295788442703
22349,DOG BOWL CHASING BALL DESIGN,1366,5381.5199999999995,13,48.75,2,0.009427121102248005
22350,ILLUSTRATED CAT BOWL,1409,3819.5699999999997,1,2.55,1,7.092198581560284e-4
22351,DOTCOMGIFTSHOP TEA TOWEL,13,23.089999999999996,0,0,0,0
22352,LUNCH BOX WITH CUTLERY RETROSPOT,3082,7845.67,16,40.8,9,0.005164622336991607
22353,LUNCH BOX WITH CUTLERY FAIRY CAKES,60,153,0,0,0,0
22354,RETROSPOT PADDED SEAT CUSHION,750,2860.98,1,3.39,1,0.0013315579227696406
22355,CHARLOTTE BAG SUKI DESIGN,18014,29173.649999999998,150,113.59,12,0.008258092931072452
22356,CHARLOTTE BAG PINK POLKADOT,9572,11308.34,266,201.53,17,0.02703801585688148
22357,KINGS CHOICE BISCUIT TIN,464,2158.04,18,76.5,8,0.03734439834024896
22358,KINGS CHOICE TEA CADDY,697,2548.27,8,23.6,4,0.011347517730496455
22359,GLASS JAR KINGS CHOICE,183,605.7700000000001,3,8.850000000000001,2,0.016129032258064516
22360,GLASS JAR ENGLISH CONFECTIONERY,986,3122.02,104,282,16,0.09541284403669725
22361,GLASS JAR DAISY FRESH COTTON WOOL,727,2592.33,12,35,6,0.016238159675236806
22362,GLASS JAR PEACOCK BATH SALTS,408,1329.44,33,97.35000000000001,7,0.07482993197278912
22363,GLASS JAR MARMALADE,354,1057.1000000000001,130,335.5,4,0.26859504132231404
22364,GLASS JAR DIGESTIVE BISCUITS,610,1983.6200000000001,67,182.45000000000002,14,0.09896602658788774
22365,DOORMAT RESPECTABLE HOUSE,787,5738.13,2,15.9,1,0.0025348542458808617
22366,DOORMAT AIRMAIL,774,5849.08,27,194.07000000000002,3,0.033707865168539325
22367,CHILDRENS APRON SPACEBOY DESIGN,3732,7475.43,35,68.25,11,0.009291213166976373
22371,AIRLINE BAG VINTAGE TOKYO 78,1079,5043.69,14,57.78,10,0.012808783165599268
22372,AIRLINE BAG VINTAGE WORLD CHAMPION,278,1285.24,1,4.25,1,0.0035842293906810036
22374,AIRLINE BAG VINTAGE JET SET RED,543,2414.77,4,17,3,0.007312614259597806
22375,AIRLINE BAG VINTAGE JET SET BROWN,346,1626.54,0,0,0,0
22376,AIRLINE BAG VINTAGE JET SET WHITE,252,1133.2,0,0,0,0
22377,BOTTLE BAG RETROSPOT,1322,2154.73,9,18.45,2,0.0067618332081141996
22378,WALL TIDY RETROSPOT,2283,3638.5699999999997,1,2.1,1,4.3782837127845885e-4
22379,RECYCLING BAG RETROSPOT,6895,15605.49,64,122.65,5,0.009196723667193563
22380,TOY TIDY SPACEBOY,1302,2794.46,37,77.7,6,0.027632561613144136
22381,TOY TIDY PINK POLKADOT,3429,7412.74,27,56.45,7,0.0078125
22382,LUNCH BAG SPACEBOY DESIGN,10416,18013.16,159,242.35,13,0.015035460992907802
22383,LUNCH BAG SUKI  DESIGN,2217,3786.91,4,6.3999999999999995,3,0.0018009905447996398
22383,LUNCH BAG SUKI DESIGN,10179,18518.13,144,217.4,18,0.013949433304272014
22384,LUNCH BAG PINK POLKADOT,10464,17351.04,152,236.2,20,0.014318010550113038
22385,JUMBO BAG SPACEBOY DESIGN,8555,16871.01,118,215.14,4,0.013605442176870748
22386,JUMBO BAG PINK POLKADOT,21008,41615.71,456,816.58,13,0.021244875139768915
22389,PAPERWEIGHT SAVE THE PLANET,238,431.54999999999995,100,210,1,0.2958579881656805
22390,PAPERWEIGHT CHILDHOOD MEMORIES,266,440.34,0,0,0,0
22391,PAPERWEIGHT HOME SWEET HOME,158,245.57999999999998,0,0,0,0
22393,PAPERWEIGHT VINTAGE COLLAGE,510,736.88,4,10.2,2,0.007782101167315175
22394,PAPERWEIGHT KINGS CHOICE,168,230.67999999999998,6,15.299999999999999,1,0.034482758620689655
22395,PAPERWEIGHT VINTAGE PAISLEY,152,220.04,0,0,0,0
22396,MAGNETS PACK OF 4 RETRO PHOTO,1214,615.37,12,15,2,0.009787928221859706
22398,MAGNETS PACK OF 4 SWALLOWS,2491,1484.12,84,105,4,0.03262135922330097
22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,1128,1317.08,24,30,3,0.020833333333333332
22400,MAGNETS PACK OF 4 HOME SWEET HOME,1393,729.09,1,0.39,1,7.173601147776184e-4
22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,1707,1018.16,12,15,2,0.006980802792321117
22403,MAGNETS PACK OF 4 VINTAGE LABELS,1310,674.28,12,15,2,0.009077155824508321
22405,MONEY BOX POCKET MONEY DESIGN,372,415.36,1,1.06,1,0.002680965147453083
22406,MONEY BOX KINGS CHOICE DESIGN,346,403.46,1,1.25,1,0.002881844380403458
22407,MONEY BOX FIRST ADE DESIGN,50,62.5,0,0,0,0
22407,MONEY BOX FIRST AID DESIGN,44,36.78,0,0,0,0
22408,MONEY BOX CONFECTIONERY DESIGN,145,162.44,0,0,0,0
22409,MONEY BOX BISCUITS DESIGN,228,299.72,1,1.25,1,0.004366812227074236
22410,MONEY BOX HOUSEKEEPING DESIGN,237,247.42,0,0,0,0
22411,JUMBO SHOPPER VINTAGE RED PAISLEY,12232,27977,354,622.47,12,0.028126489750516445
22412,METAL SIGN NEIGHBOURHOOD WITCH,911,1931.8500000000001,2,4.2,1,0.002190580503833516
22413,METAL SIGN TAKE IT OR LEAVE IT,3756,11042.84,18,53.10000000000001,3,0.0047694753577106515
22414,DOORMAT NEIGHBOURHOOD WITCH,277,2022.19,2,16.2,2,0.007168458781362007
22415,WHITE TISSUE REAM,19,151.05,0,0,0,0
22416,SET OF 36 DOILIES SPACEBOY DESIGN,817,1135.3999999999999,0,0,0,0
22416,SET OF 36 SPACEBOY PAPER DOILIES,51,75.42,6,8.7,1,0.10526315789473684
22417,PACK OF 60 SPACEBOY CAKE CASES,8396,4550.04,46,25.300000000000004,2,0.00544894574745321
22418,10 COLOUR SPACEBOY PEN,6410,5454.549999999999,172,146.2,8,0.026131874810088117
22419,LIPSTICK PEN RED,3338,1673.1,6,2.52,1,0.0017942583732057417
22420,LIPSTICK PEN BABY PINK,1333,611.3,0,0,0,0
22421,LIPSTICK PEN FUSCHIA,2597,1347.1,2,0.84,1,7.695267410542517e-4
22422,TOOTHPASTE TUBE PEN,1273,776.1,0,0,0,0
22423,REGENCY CAKESTAND 3 TIER,13510,170280.38999999998,855,9697.05,180,0.059519665854507485
22424,ENAMEL BREAD BIN CREAM,849,12066.73,28,342.6,17,0.03192702394526796
22425,ENAMEL COLANDER CREAM,457,2331.27,6,29.700000000000003,3,0.012958963282937365
22426,ENAMEL WASH BOWL CREAM,733,2821.46,12,45,4,0.016107382550335572
22427,ENAMEL FLOWER JUG CREAM,2074,12462.86,42,243.9,13,0.01984877126654064
22428,ENAMEL FIRE BUCKET CREAM,246,1854.76,3,20.85,2,0.012048192771084338
22429,ENAMEL MEASURING JUG CREAM,1256,5481.68,33,140.25,16,0.02560124127230411
22430,ENAMEL WATERING CAN CREAM,600,3157.19,20,99,7,0.03225806451612903
22431,WATERING CAN BLUE ELEPHANT,2052,3987.0099999999998,8,15.6,3,0.003883495145631068
22432,WATERING CAN PINK BUNNY,1704,3319.4199999999996,14,27.299999999999997,3,0.008149010477299184
22433,WATERING CAN GREEN DINOSAUR,1394,2667.5,3,5.85,3,0.0021474588403722263
22434,BALLOON PUMP WITH 10 BALLOONS,777,1539.21,18,35.1,2,0.022641509433962263
22435,SET OF 9 HEART SHAPED BALLOONS,2745,3430.5,12,15,1,0.004352557127312296
22436,12 COLOURED PARTY BALLOONS,2114,1385.51,20,13,1,0.00937207122774133
22437,SET OF 9 BLACK SKULL BALLOONS,2828,2417.24,10,8.5,1,0.0035236081747709656
22438,BALLOON ART MAKE YOUR OWN FLOWERS,1009,1034.9,0,0,0,0
22439,6 ROCKET BALLOONS,1834,1251.6200000000001,68,44.2,3,0.035751840168243953
22440,BALLOON WATER BOMB PACK OF 35,6010,2375.04,10,4.2,1,0.0016611295681063123
22441,GROW YOUR OWN BASIL IN ENAMEL MUG,1047,2292.9100000000003,3,6.300000000000001,3,0.002857142857142857
22442,GROW YOUR OWN FLOWERS SET OF 3,292,1209.5,11,87.45,7,0.036303630363036306
22443,GROW YOUR OWN HERBS SET OF 3,162,1375.84,2,15.9,2,0.012195121951219513
22444,GROW YOUR OWN PLANT IN A CAN,838,1106.62,32,40,3,0.0367816091954023
22445,PENCIL CASE LIFE IS BEAUTIFUL,534,1615.91,0,0,0,0
